season,player_name,team_name,matches,innings,runs,batting_avg,strike_rate,fours,sixes,fifties,hundreds,wickets,economy,bowling_avg
2019,DS Kulkarni,Rajasthan Royals,4,1,5,10.57,86.27,0,0,0,0,7,8.8,27.17
2020/21,DS Kulkarni,Rajasthan Royals,5,1,3,15.85,93.16,1,0,0,0,4,7.98,31.87
2021,DS Kulkarni,Rajasthan Royals,7,2,4,8.68,106.3,0,0,0,0,5,8.19,32.6
2008,DS Lehmann,Rajasthan Royals,2,2,27,10.72,113.23,2,0,0,0,0,8.19,32.08
2025,DS Rathi,Lucknow Super Giants,4,1,1,1.36,34.27,0,0,0,0,11,7.62,32.76
2026,DS Rathi,Lucknow Super Giants,10,1,1,1.06,32.13,0,0,0,0,5,8.39,35.04
2011,DT Christian,Deccan Chargers,4,3,65,19.44,121.35,3,3,0,0,3,7.66,28.17
2012,DT Christian,Delhi Daredevils,3,3,52,13.24,121.41,2,2,1,0,3,7.33,37.38
2013,DT Christian,Rising Pune Supergiant,5,4,51,14.82,125.83,3,2,1,0,3,8.43,34.13
2014,DT Christian,Royal Challengers Bangalore,4,3,27,20.37,113.37,2,2,0,0,4,8.88,28.49
2015,DT Christian,Royal Challengers Bangalore,6,5,38,19.65,102.62,3,1,0,0,2,7.74,25.37
2016,DT Christian,Royal Challengers Bangalore,5,4,64,14.93,126.48,3,2,0,0,2,7.93,26.88
2017,DT Christian,Royal Challengers Bangalore,4,3,22,19.84,98.7,3,2,0,0,5,7.73,28.09
2018,DT Christian,Royal Challengers Bangalore,3,3,58,9.52,121.38,3,1,0,0,2,8.16,27.54
2019,DT Christian,Royal Challengers Bangalore,6,5,61,11.43,126.3,2,1,1,0,3,7.95,33.34
2020/21,DT Christian,Royal Challengers Bangalore,2,2,49,17.57,115.42,3,1,1,0,4,7.86,27.18
2021,DT Christian,Royal Challengers Bangalore,6,5,45,12.67,105.48,1,2,0,0,5,8.35,34.36
2008,DT Patil,Royal Challengers Bangalore,2,2,16,8.53,99.94,1,0,0,0,0,7.98,35.58
2008,DW Steyn,Deccan Chargers,7,3,10,9.06,93.34,1,0,0,0,12,6.86,22.05
2009,DW Steyn,Gujarat Lions,4,2,9,4.93,114.62,1,0,0,0,12,7.09,24.37
2010,DW Steyn,Royal Challengers Bangalore,10,4,10,7.71,119.53,1,0,0,0,3,7.49,25.68
2011,DW Steyn,Sunrisers Hyderabad,7,3,18,5.74,102.03,1,0,0,0,9,6.53,26.61
2012,DW Steyn,Sunrisers Hyderabad,10,4,16,7.56,93.86,1,0,0,0,3,6.39,24.59
2013,DW Steyn,Sunrisers Hyderabad,10,4,6,8.47,106.74,1,0,0,0,9,6.89,23.22
2014,DW Steyn,Sunrisers Hyderabad,10,4,16,10.08,93.36,1,0,0,0,4,7.18,29.1
2015,DW Steyn,Sunrisers Hyderabad,5,2,10,9.73,110.36,1,0,0,0,11,7.3,22.98
2016,DW Steyn,Sunrisers Hyderabad,6,2,6,6.97,117.13,1,0,0,0,8,6.85,25.97
2017,DW Steyn,Sunrisers Hyderabad,10,4,18,5.77,89.92,1,0,0,0,2,6.39,24.78
2018,DW Steyn,Sunrisers Hyderabad,10,4,14,7.96,118.83,1,0,0,0,10,7.55,25.78
2019,DW Steyn,Sunrisers Hyderabad,8,3,9,7.0,94.99,2,0,0,0,7,6.58,22.18
2020/21,DW Steyn,Sunrisers Hyderabad,5,2,8,8.88,89.24,1,0,0,0,3,7.06,23.3
2018,E Lewis,Lucknow Super Giants,4,4,180,37.95,142.5,7,5,3,0,0,8.9,28.24
2019,E Lewis,Mumbai Indians,5,5,60,24.84,150.8,9,10,0,0,0,8.88,34.37
2020/21,E Lewis,Rajasthan Royals,5,5,177,22.36,150.58,13,6,0,0,0,8.79,26.75
2021,E Lewis,Rajasthan Royals,7,7,64,33.24,123.71,11,8,1,0,0,8.51,27.44
2022,E Lewis,Rajasthan Royals,5,5,102,22.39,136.12,8,8,0,1,0,8.08,24.87
2025,E Malinga,Sunrisers Hyderabad,4,1,0,24.26,126.24,0,0,0,0,6,9.19,23.31
2026,E Malinga,Sunrisers Hyderabad,6,1,0,19.95,130.97,0,0,0,0,3,10.21,25.5
2010,EJG Morgan,Kings XI Punjab,4,4,169,22.59,109.21,7,4,2,0,0,7.9,24.88
2011,EJG Morgan,Kolkata Knight Riders,7,6,126,21.82,105.55,9,7,0,0,0,8.46,24.89
2012,EJG Morgan,Royal Challengers Bangalore,5,5,108,20.66,132.33,10,6,1,0,0,8.23,30.92
2013,EJG Morgan,Sunrisers Hyderabad,8,7,76,25.03,125.24,10,6,0,0,0,8.83,26.44
2014,EJG Morgan,Sunrisers Hyderabad,4,4,119,26.74,125.48,6,6,1,1,0,8.05,25.74
2015,EJG Morgan,Sunrisers Hyderabad,9,8,85,18.72,127.75,5,3,1,0,0,8.13,24.08
2016,EJG Morgan,Sunrisers Hyderabad,6,5,123,27.42,122.47,8,8,1,0,0,8.41,29.4
2017,EJG Morgan,Sunrisers Hyderabad,6,5,186,18.25,116.37,7,4,2,0,0,8.07,27.78
2018,EJG Morgan,Sunrisers Hyderabad,6,5,73,22.01,107.12,10,5,0,0,0,8.61,28.3
2019,EJG Morgan,Sunrisers Hyderabad,6,5,112,13.74,117.75,11,5,0,1,0,8.55,29.55
2020/21,EJG Morgan,Sunrisers Hyderabad,5,5,121,29.0,135.12,7,6,0,0,0,8.69,28.18
2021,EJG Morgan,Sunrisers Hyderabad,10,9,179,18.89,112.35,8,3,2,0,0,8.99,33.5
2016,ER Dwivedi,Gujarat Lions,4,2,34,16.27,159.0,2,2,0,0,0,8.13,30.9
2016,F Behardien,Kings XI Punjab,4,4,17,5.16,98.79,2,0,0,0,0,8.5,25.54
2012,F du Plessis,Chennai Super Kings,14,13,399,45.82,139.15,46,19,5,0,0,14.72,25.89
2013,F du Plessis,Delhi Capitals,7,7,488,42.44,134.92,25,15,3,0,0,17.13,28.17
2014,F du Plessis,Rising Pune Supergiant,7,7,455,22.1,115.83,28,7,5,0,0,16.21,34.18
2015,F du Plessis,Rising Pune Supergiants,6,6,503,45.61,119.76,26,11,3,0,0,15.05,34.37
2016,F du Plessis,Royal Challengers Bangalore,9,9,274,40.07,134.61,18,13,1,1,0,17.41,35.65
2017,F du Plessis,Royal Challengers Bengaluru,12,11,214,40.59,131.57,33,7,1,0,0,14.63,35.21
2018,F du Plessis,Royal Challengers Bengaluru,10,10,518,41.85,116.78,24,9,1,0,0,15.39,27.51
2019,F du Plessis,Royal Challengers Bengaluru,13,12,306,41.87,142.9,17,13,4,0,0,16.9,30.48
2020/21,F du Plessis,Royal Challengers Bengaluru,13,12,194,45.21,130.95,36,14,3,0,0,14.56,34.63
2021,F du Plessis,Royal Challengers Bengaluru,11,10,213,22.11,123.88,40,11,0,0,0,14.9,30.44
2022,F du Plessis,Royal Challengers Bengaluru,16,15,309,30.55,133.68,21,9,3,0,0,17.19,35.07
2023,F du Plessis,Royal Challengers Bengaluru,6,6,143,30.32,138.78,16,9,1,0,0,15.05,24.12
2024,F du Plessis,Royal Challengers Bengaluru,7,7,505,43.04,130.29,40,14,3,0,0,15.8,29.12
2025,F du Plessis,Royal Challengers Bengaluru,14,13,207,39.07,123.99,39,13,1,0,0,17.29,34.92
2021,FA Allen,Mumbai Indians,2,2,9,9.52,65.54,1,0,0,0,0,8.69,56.25
2022,FA Allen,Punjab Kings,3,2,4,8.22,83.8,0,0,0,0,1,8.39,55.82
2026,FH Allen,Kolkata Knight Riders,5,5,95,20.74,219.25,15,4,1,0,0,9.06,29.72
2009,FH Edwards,Deccan Chargers,7,2,6,5.39,72.39,0,0,0,0,3,6.45,32.52
2010,FY Fazal,Rajasthan Royals,6,6,53,18.38,119.46,16,1,0,0,0,9.63,24.48
2011,FY Fazal,Rajasthan Royals,6,6,115,24.37,112.91,8,1,2,0,0,9.49,26.99
2022,Fazalhaq Farooqi,Rajasthan Royals,2,1,2,13.91,32.91,0,0,0,0,2,9.77,68.36
2023,Fazalhaq Farooqi,Sunrisers Hyderabad,4,1,2,26.38,32.87,0,0,0,0,1,10.99,66.75
2024,Fazalhaq Farooqi,Sunrisers Hyderabad,2,1,2,21.88,35.27,0,0,0,0,1,9.95,84.07
2025,Fazalhaq Farooqi,Sunrisers Hyderabad,3,1,1,16.07,30.53,0,0,0,0,1,9.63,68.77
2024,G Coetzee,Gujarat Titans,6,3,21,5.54,98.05,1,1,0,0,11,9.73,27.63
2025,G Coetzee,Mumbai Indians,6,3,12,6.72,103.33,1,1,0,0,5,11.08,31.45
2008,G Gambhir,Delhi Daredevils,16,16,158,27.88,130.69,57,4,2,0,0,8.81,24.86
2009,G Gambhir,Kolkata Knight Riders,16,16,237,29.19,129.75,41,4,2,0,0,9.14,32.89
2010,G Gambhir,Kolkata Knight Riders,9,9,573,32.67,105.95,29,6,0,0,0,8.33,30.51
2011,G Gambhir,Kolkata Knight Riders,9,9,426,21.5,117.29,24,6,2,0,0,9.23,28.93
2012,G Gambhir,Kolkata Knight Riders,10,10,266,35.18,135.49,36,7,1,0,0,7.94,31.47
2013,G Gambhir,Kolkata Knight Riders,16,16,440,19.27,130.15,32,6,6,1,0,7.98,32.69
2014,G Gambhir,Kolkata Knight Riders,16,16,257,39.82,107.69,65,4,0,0,0,7.95,25.82
2015,G Gambhir,Kolkata Knight Riders,16,16,205,27.84,111.01,40,7,0,0,0,8.36,29.99
2016,G Gambhir,Kolkata Knight Riders,11,11,400,28.26,142.05,24,5,4,0,0,9.07,32.08
2017,G Gambhir,Kolkata Knight Riders,13,13,395,24.66,116.96,40,8,3,0,0,8.9,28.65
2018,G Gambhir,Kolkata Knight Riders,15,15,487,24.0,129.77,59,4,2,1,0,7.89,35.16
2012,GB Hogg,Kolkata Knight Riders,2,1,3,5.88,91.51,0,0,0,0,8,7.13,24.64
2013,GB Hogg,Rajasthan Royals,3,1,4,8.0,89.6,0,0,0,0,6,7.59,25.71
2014,GB Hogg,Rajasthan Royals,4,1,3,8.71,85.6,0,0,0,0,3,7.36,23.89
2015,GB Hogg,Rajasthan Royals,4,1,3,5.34,95.1,0,0,0,0,5,7.0,20.78
2016,GB Hogg,Rajasthan Royals,6,2,7,7.62,85.06,0,0,0,0,4,7.74,28.99
2008,GC Smith,Pune Warriors,8,8,87,26.1,117.17,17,2,1,0,0,8.43,29.23
2009,GC Smith,Rajasthan Royals,5,5,267,30.91,106.82,23,3,0,0,0,9.28,26.57
2010,GC Smith,Rajasthan Royals,8,8,194,35.5,121.48,22,2,2,1,0,8.33,25.26
2011,GC Smith,Rajasthan Royals,5,5,186,20.62,123.9,32,3,1,0,0,7.91,32.08
2019,GC Viljoen,Kings XI Punjab,7,4,4,1.53,40.61,0,0,0,0,11,10.11,34.25
2008,GD McGrath,Delhi Daredevils,8,2,5,4.71,87.81,1,0,0,0,6,6.79,34.92
2021,GD Phillips,Gujarat Titans,1,1,10,12.89,143.12,1,1,0,0,0,8.67,21.56
2022,GD Phillips,Rajasthan Royals,1,1,22,10.45,125.78,1,2,0,0,0,7.23,21.73
2023,GD Phillips,Sunrisers Hyderabad,3,3,19,14.39,130.1,1,1,0,0,0,8.53,17.11
2024,GD Phillips,Sunrisers Hyderabad,3,3,14,9.25,117.3,1,2,0,0,0,8.22,22.11
2025,GD Phillips,Sunrisers Hyderabad,2,2,21,8.48,130.31,1,1,0,0,0,8.78,18.44
2026,GD Phillips,Sunrisers Hyderabad,1,1,24,11.47,132.9,1,1,0,0,0,8.09,21.48
2026,GF Linde,Lucknow Super Giants,1,1,18,16.05,150.51,3,0,0,0,0,8.85,34.07
2013,GH Vihari,Delhi Capitals,4,4,42,19.85,82.98,2,0,0,0,0,6.08,43.05
2014,GH Vihari,Sunrisers Hyderabad,3,3,17,19.48,78.34,5,0,0,0,0,6.08,45.09
2015,GH Vihari,Sunrisers Hyderabad,5,5,17,14.7,82.38,2,0,0,0,0,6.52,39.56
2016,GH Vihari,Sunrisers Hyderabad,5,5,55,12.27,83.3,4,0,1,0,0,6.78,49.23
2017,GH Vihari,Sunrisers Hyderabad,4,4,36,18.35,75.59,2,0,0,0,0,6.64,44.57
2018,GH Vihari,Sunrisers Hyderabad,3,3,49,9.68,98.78,5,0,0,0,0,6.52,41.42
2019,GH Vihari,Sunrisers Hyderabad,3,3,44,17.9,101.18,3,0,1,0,0,7.24,43.13
2021,GHS Garton,Royal Challengers Bangalore,7,4,2,2.05,44.93,0,0,0,0,5,9.55,36.56
2009,GJ Bailey,Chennai Super Kings,3,3,60,20.54,138.31,7,2,0,0,0,8.67,35.26
2010,GJ Bailey,Kings XI Punjab,7,6,73,32.73,109.62,5,2,0,0,0,8.29,33.45
2011,GJ Bailey,Rising Pune Supergiants,7,6,47,33.04,131.67,4,2,1,0,0,9.1,25.5
2012,GJ Bailey,Rising Pune Supergiants,4,4,112,19.81,114.82,9,2,0,0,0,8.17,27.46
2013,GJ Bailey,Rising Pune Supergiants,7,6,114,25.23,115.02,6,2,0,0,0,7.79,25.65
2014,GJ Bailey,Rising Pune Supergiants,5,5,33,19.62,108.26,11,3,0,0,0,7.81,34.43
2015,GJ Bailey,Rising Pune Supergiants,3,3,130,24.44,119.15,8,3,1,0,0,8.74,32.78
2016,GJ Bailey,Rising Pune Supergiants,3,3,100,18.07,134.36,5,2,1,0,0,9.11,25.22
2012,GJ Maxwell,Delhi Daredevils,6,6,302,24.44,161.5,16,9,1,0,2,8.45,31.13
2013,GJ Maxwell,Kings XI Punjab,13,12,152,31.02,165.93,23,7,1,0,4,7.95,39.05
2014,GJ Maxwell,Mumbai Indians,10,10,143,30.52,159.94,9,8,1,0,1,7.84,34.61
2015,GJ Maxwell,Punjab Kings,6,6,129,30.1,156.13,17,12,2,0,3,7.76,40.47
2016,GJ Maxwell,Royal Challengers Bangalore,9,9,123,24.71,141.01,20,9,0,0,2,8.38,30.1
2017,GJ Maxwell,Royal Challengers Bengaluru,13,12,132,20.58,142.41,17,16,1,0,4,8.76,28.26
2018,GJ Maxwell,Royal Challengers Bengaluru,8,8,173,16.0,154.17,15,16,3,0,4,9.01,35.73
2019,GJ Maxwell,Royal Challengers Bengaluru,6,6,227,19.24,149.37,9,13,2,1,4,7.9,40.06
2020/21,GJ Maxwell,Royal Challengers Bengaluru,6,6,224,20.83,142.47,20,10,0,1,1,8.96,39.05
2021,GJ Maxwell,Royal Challengers Bengaluru,12,11,151,19.82,162.15,17,13,2,0,2,8.68,34.66
2022,GJ Maxwell,Royal Challengers Bengaluru,10,10,170,17.59,174.26,19,12,2,0,2,8.75,34.33
2023,GJ Maxwell,Royal Challengers Bengaluru,6,6,224,17.75,135.19,20,13,2,1,4,8.23,35.0
2024,GJ Maxwell,Royal Challengers Bengaluru,10,10,126,25.95,171.89,21,12,2,0,5,8.23,40.34
2025,GJ Maxwell,Royal Challengers Bengaluru,6,6,145,32.02,151.67,25,7,0,0,4,7.73,41.28
2009,GR Napier,Mumbai Indians,1,1,12,14.21,94.77,1,0,0,0,1,6.86,28.19
2015,GS Sandhu,Delhi Daredevils,3,1,0,25.14,128.56,0,0,0,0,1,11.1,97.29
2008,Gagandeep Singh,Kings XI Punjab,4,1,0,17.05,122.17,0,0,0,0,3,9.91,41.51
2024,Gulbadin Naib,Delhi Capitals,2,1,20,11.71,135.09,1,1,0,0,0,10.83,34.03
2026,Gurjapneet Singh,Chennai Super Kings,1,1,0,24.6,104.87,0,0,0,0,1,10.45,33.16
2012,Gurkeerat Singh,Kings XI Punjab,4,3,39,20.04,123.78,4,1,0,0,1,7.2,19.67
2013,Gurkeerat Singh,Royal Challengers Bangalore,3,2,32,16.39,119.67,8,1,0,0,0,8.07,22.76
2014,Gurkeerat Singh,Royal Challengers Bangalore,3,2,53,16.47,115.59,5,2,0,0,1,7.31,17.42
2015,Gurkeerat Singh,Royal Challengers Bangalore,4,3,45,27.66,130.22,5,1,0,0,1,6.85,20.43
2016,Gurkeerat Singh,Royal Challengers Bangalore,4,3,48,22.73,123.56,5,1,1,0,0,7.89,16.42
2017,Gurkeerat Singh,Royal Challengers Bangalore,5,4,80,28.29,120.06,7,2,1,0,0,6.76,16.75
2018,Gurkeerat Singh,Royal Challengers Bangalore,4,3,40,15.79,105.91,7,1,1,0,1,7.1,21.86
2019,Gurkeerat Singh,Royal Challengers Bangalore,5,4,88,18.28,135.32,5,2,0,0,0,8.02,20.45
2020/21,Gurkeerat Singh,Royal Challengers Bangalore,3,2,36,22.32,102.97,6,1,0,0,1,7.03,17.57
2023,Gurnoor Brar,Punjab Kings,1,1,0,16.15,111.74,0,0,0,0,0,14.71,26.76
2008,H Das,Deccan Chargers,1,1,2,1.84,42.34,0,0,0,0,0,8.77,31.28
2018,H Klaasen,Rajasthan Royals,6,6,264,54.81,166.36,10,14,1,0,0,9.13,33.05
2019,H Klaasen,Royal Challengers Bangalore,7,6,175,51.81,147.15,11,11,2,0,0,7.98,31.7
2020/21,H Klaasen,Sunrisers Hyderabad,5,5,259,33.15,176.89,13,13,4,0,0,8.0,35.37
2021,H Klaasen,Sunrisers Hyderabad,6,6,219,36.01,166.5,12,5,1,0,0,8.01,27.41
2022,H Klaasen,Sunrisers Hyderabad,3,3,277,54.93,158.39,6,11,2,0,0,8.73,29.03
2023,H Klaasen,Sunrisers Hyderabad,9,8,279,26.55,183.19,7,12,2,0,0,8.05,25.02
2024,H Klaasen,Sunrisers Hyderabad,5,5,78,47.31,165.64,9,8,1,0,0,8.85,25.2
2025,H Klaasen,Sunrisers Hyderabad,6,6,91,44.52,176.58,8,8,1,0,0,9.27,35.08
2026,H Klaasen,Sunrisers Hyderabad,7,6,198,29.25,160.41,8,9,3,0,0,9.24,28.88
2023,H Sharma,Royal Challengers Bangalore,1,1,0,25.32,126.98,0,0,0,0,0,10.65,25.2
2024,H Sharma,Royal Challengers Bengaluru,1,1,0,18.1,103.81,0,0,0,0,0,11.51,29.38
2023,HC Brook,Sunrisers Hyderabad,6,6,152,26.05,119.33,20,4,1,1,0,8.88,24.84
2022,HE van der Dussen,Rajasthan Royals,3,3,17,7.13,91.52,1,0,0,0,0,9.27,30.76
2019,HF Gurney,Kolkata Knight Riders,6,1,1,22.47,18.03,0,0,0,0,3,8.29,38.26
2008,HH Gibbs,Deccan Chargers,6,6,101,19.26,119.8,13,6,0,0,0,9.13,32.52
2009,HH Gibbs,Mumbai Indians,8,8,282,18.12,120.79,25,4,1,0,0,8.17,28.88
2010,HH Gibbs,Mumbai Indians,10,10,99,24.59,96.37,23,5,0,0,0,7.89,26.17
2011,HH Gibbs,Mumbai Indians,10,10,212,16.98,102.26,23,5,0,0,0,8.41,34.11
2012,HH Gibbs,Mumbai Indians,8,8,138,21.58,97.61,13,7,2,0,0,8.76,31.23
2015,HH Pandya,Gujarat Titans,11,10,285,30.23,140.45,21,10,4,0,6,8.54,27.24
2016,HH Pandya,Mumbai Indians,9,8,212,36.95,168.79,24,9,2,0,9,9.65,36.24
2017,HH Pandya,Mumbai Indians,13,12,209,21.84,141.71,14,9,2,0,3,8.32,32.66
2018,HH Pandya,Mumbai Indians,14,13,117,29.78,150.2,10,10,0,0,7,9.44,33.2
2019,HH Pandya,Mumbai Indians,13,12,321,37.24,167.96,24,16,5,0,6,10.07,33.95
2020/21,HH Pandya,Mumbai Indians,12,11,217,38.53,147.21,14,11,1,0,3,9.36,32.69
2021,HH Pandya,Mumbai Indians,16,15,148,33.46,155.25,15,17,2,1,9,9.9,30.51
2022,HH Pandya,Mumbai Indians,14,13,197,34.96,157.78,20,6,2,0,11,9.13,33.54
2023,HH Pandya,Mumbai Indians,8,7,163,26.19,125.09,19,15,0,0,7,9.88,27.06
2024,HH Pandya,Mumbai Indians,9,8,219,35.83,154.67,21,7,0,0,11,9.36,31.81
2025,HH Pandya,Mumbai Indians,13,12,326,18.85,162.67,16,7,0,0,10,9.08,38.8
2026,HH Pandya,Mumbai Indians,14,13,170,21.96,144.14,17,18,1,1,10,9.63,29.02
2016,HM Amla,Kings XI Punjab,9,9,339,51.28,134.52,20,5,3,0,0,8.62,33.66
2017,HM Amla,Kings XI Punjab,5,5,186,53.7,132.31,32,12,1,0,0,8.41,28.5
2022,HR Shokeen,Mumbai Indians,6,3,31,25.8,89.21,2,0,0,0,3,8.8,66.42
2023,HR Shokeen,Mumbai Indians,8,4,19,15.62,93.08,2,0,0,0,2,10.01,57.5
2025,HS Dubey,Sunrisers Hyderabad,3,2,10,6.48,152.62,1,0,0,0,8,8.89,22.99
2026,HS Dubey,Sunrisers Hyderabad,5,3,5,6.26,123.14,1,0,0,0,2,9.16,24.66
2012,HV Patel,Delhi Capitals,5,2,16,5.79,106.18,1,1,0,0,12,8.61,24.95
2013,HV Patel,Delhi Daredevils,5,2,20,6.85,109.28,1,1,0,0,9,8.12,20.7
2014,HV Patel,Punjab Kings,11,4,27,6.71,131.84,1,1,0,0,11,9.79,25.56
2015,HV Patel,Royal Challengers Bangalore,12,5,23,5.38,125.9,1,1,0,0,9,8.61,28.75
2016,HV Patel,Sunrisers Hyderabad,7,3,8,11.48,123.06,1,1,0,0,16,9.77,23.53
2017,HV Patel,Sunrisers Hyderabad,5,2,9,6.97,112.86,2,1,0,0,13,9.45,29.02
2018,HV Patel,Sunrisers Hyderabad,7,3,28,5.88,135.2,1,1,0,0,11,8.32,22.55
2019,HV Patel,Sunrisers Hyderabad,6,2,17,5.32,113.78,2,1,0,0,9,9.47,28.55
2020/21,HV Patel,Sunrisers Hyderabad,6,2,9,11.84,130.97,1,1,0,0,15,8.76,24.77
2021,HV Patel,Sunrisers Hyderabad,8,3,9,6.43,102.07,2,1,0,0,6,8.05,23.47
2022,HV Patel,Sunrisers Hyderabad,12,5,29,6.18,111.0,1,1,0,0,7,8.4,19.98
2023,HV Patel,Sunrisers Hyderabad,12,5,11,7.67,122.43,1,1,0,0,15,9.11,26.76
2024,HV Patel,Sunrisers Hyderabad,7,3,22,10.96,122.63,1,1,0,0,4,8.25,25.98
2025,HV Patel,Sunrisers Hyderabad,5,2,13,11.35,115.09,1,1,0,0,7,8.63,25.16
2026,HV Patel,Sunrisers Hyderabad,5,2,19,9.44,114.76,1,1,0,0,3,8.75,21.98
2008,Harbhajan Singh,Chennai Super Kings,6,3,30,19.67,132.58,7,2,0,0,6,7.42,22.37
2009,Harbhajan Singh,Kolkata Knight Riders,6,3,67,21.38,134.76,7,3,1,0,16,6.7,23.02
2010,Harbhajan Singh,Mumbai Indians,7,4,35,21.99,125.57,6,4,0,0,12,7.14,27.85
2011,Harbhajan Singh,Mumbai Indians,6,3,25,13.17,155.98,6,2,0,0,15,6.7,29.55
2012,Harbhajan Singh,Mumbai Indians,12,7,27,18.84,153.82,8,3,0,0,15,7.61,23.16
2013,Harbhajan Singh,Mumbai Indians,16,9,75,12.67,141.3,6,4,1,0,7,7.75,26.5
2014,Harbhajan Singh,Mumbai Indians,7,4,92,13.71,131.2,4,3,1,0,6,6.53,26.57
2015,Harbhajan Singh,Mumbai Indians,14,8,57,19.22,142.0,5,3,1,0,4,6.68,22.69
2016,Harbhajan Singh,Mumbai Indians,15,8,57,19.92,122.59,6,3,0,0,6,7.21,29.63
2017,Harbhajan Singh,Mumbai Indians,12,7,58,19.95,118.89,8,2,0,0,16,7.15,22.63
2018,Harbhajan Singh,Mumbai Indians,14,8,63,19.28,136.48,4,4,0,0,18,6.41,23.31
2019,Harbhajan Singh,Mumbai Indians,8,4,52,11.77,157.37,5,4,0,0,5,7.19,29.97
2020/21,Harbhajan Singh,Mumbai Indians,11,6,52,15.36,133.31,6,2,0,0,10,7.33,22.2
2021,Harbhajan Singh,Mumbai Indians,16,9,74,21.23,156.25,5,2,0,0,5,6.44,22.73
2009,Harmeet Singh,Deccan Chargers,5,1,1,3.41,129.59,0,0,0,0,8,8.46,27.04
2010,Harmeet Singh,Kings XI Punjab,7,2,2,4.64,137.5,0,0,0,0,3,8.03,24.58
2011,Harmeet Singh,Kings XI Punjab,5,1,5,2.97,128.2,1,0,0,0,8,7.24,22.52
2012,Harmeet Singh,Kings XI Punjab,7,2,6,5.21,145.69,1,0,0,0,7,7.53,30.74
2013,Harmeet Singh,Kings XI Punjab,3,1,2,3.13,161.75,0,0,0,0,8,7.83,29.68
2009,Harmeet Singh,Deccan Chargers,7,2,2,4.4,152.33,0,0,0,0,0,8.95,38.95
2010,Harmeet Singh,Kings XI Punjab,4,1,2,3.54,144.25,0,0,0,0,0,8.51,31.84
2011,Harmeet Singh,Kings XI Punjab,6,1,4,3.28,160.55,1,0,0,0,0,8.15,31.18
2012,Harmeet Singh,Kings XI Punjab,7,2,3,2.83,130.41,1,0,0,0,0,8.43,28.03
2013,Harmeet Singh,Kings XI Punjab,6,1,4,5.01,137.84,0,0,0,0,0,7.75,28.53
2013,Harmeet Singh,Rajasthan Royals,1,1,0,13.17,112.86,0,0,0,0,39,8.29,28.64
2013,Harmeet Singh,Rajasthan Royals,1,1,0,18.45,107.31,0,0,0,0,1,8.59,38.54
2019,Harpreet Brar,Kings XI Punjab,7,4,51,23.31,107.35,4,1,0,0,8,8.6,33.56
2020/21,Harpreet Brar,Punjab Kings,7,4,43,18.02,106.68,3,1,1,0,8,7.91,31.05
2021,Harpreet Brar,Punjab Kings,9,5,36,27.42,137.99,2,1,0,0,6,7.59,25.51
2022,Harpreet Brar,Punjab Kings,9,5,43,27.54,123.94,2,2,0,0,3,7.54,29.98
2023,Harpreet Brar,Punjab Kings,10,5,46,17.31,126.75,3,2,0,0,7,7.88,25.52
2024,Harpreet Brar,Punjab Kings,6,3,21,26.03,123.32,2,2,0,0,8,7.6,34.49
2025,Harpreet Brar,Punjab Kings,9,5,19,24.05,108.66,3,1,0,0,6,7.5,32.78
2010,Harpreet Singh,Kolkata Knight Riders,1,1,12,16.53,91.6,1,0,0,0,0,8.37,24.69
2011,Harpreet Singh,Pune Warriors,1,1,9,18.65,95.07,1,0,0,0,0,9.25,34.03
2012,Harpreet Singh,Punjab Kings,1,1,12,21.04,118.71,1,0,0,0,0,9.0,24.17
2013,Harpreet Singh,Punjab Kings,1,1,4,16.48,88.64,0,0,0,0,0,8.44,34.64
2014,Harpreet Singh,Punjab Kings,1,1,12,11.09,98.47,0,0,0,0,0,7.71,31.0
2015,Harpreet Singh,Punjab Kings,1,1,9,22.53,114.62,1,0,0,0,0,8.61,33.39
2016,Harpreet Singh,Punjab Kings,1,1,4,16.13,116.68,1,0,0,0,0,7.92,28.2
2017,Harpreet Singh,Punjab Kings,1,1,11,13.7,102.18,1,0,0,0,0,8.94,26.16
2018,Harpreet Singh,Punjab Kings,1,1,10,14.74,111.81,1,0,0,0,0,7.75,33.97
2019,Harpreet Singh,Punjab Kings,1,1,5,19.6,98.89,1,0,0,0,0,8.48,31.48
2020/21,Harpreet Singh,Punjab Kings,1,1,8,22.01,100.84,1,0,0,0,0,8.27,28.95
2021,Harpreet Singh,Punjab Kings,1,1,9,22.38,93.18,1,0,0,0,0,7.97,24.93
2022,Harpreet Singh,Punjab Kings,1,1,6,18.16,116.19,1,0,0,0,0,7.94,25.88
2023,Harpreet Singh,Punjab Kings,1,1,4,12.71,99.46,0,0,0,0,0,8.21,34.24
2024,Harpreet Singh,Punjab Kings,1,1,11,20.14,88.89,1,0,0,0,0,8.64,33.76
2022,Harshit Rana,Kolkata Knight Riders,11,3,10,12.78,98.86,1,1,0,0,6,10.31,26.67
2023,Harshit Rana,Kolkata Knight Riders,11,3,24,7.71,93.54,1,1,0,0,17,9.07,23.36
2024,Harshit Rana,Kolkata Knight Riders,9,3,11,12.78,108.55,2,1,0,0,5,8.67,22.04
2025,Harshit Rana,Kolkata Knight Riders,9,3,11,6.41,90.02,1,1,0,0,6,10.03,23.34
2025,Himmat Singh,Lucknow Super Giants,4,1,0,14.89,118.07,0,0,0,0,0,7.82,28.47
